gene	transcript	obs_mis	exp_mis	oe_mis	mu_mis	possible_mis	obs_mis_pphen	exp_mis_pphen	oe_mis_pphen	possible_mis_pphen	obs_syn	exp_syn	oe_syn	mu_syn	possible_syn	obs_lof	mu_lof	possible_lof	exp_lof	pLI	pNull	pRec	oe_lof	oe_syn_lower	oe_syn_upper	oe_mis_lower	oe_mis_upper	oe_lof_lower	oe_lof_upper	constraint_flag	syn_z	mis_z	lof_z	oe_lof_upper_rank	oe_lof_upper_bin	oe_lof_upper_bin_6	n_sites	classic_caf	max_af	no_lofs	obs_het_lof	obs_hom_lof	defined	p	exp_hom_lof	classic_caf_afr	classic_caf_amr	classic_caf_asj	classic_caf_eas	classic_caf_fin	classic_caf_nfe	classic_caf_oth	classic_caf_sas	p_afr	p_amr	p_asj	p_eas	p_fin	p_nfe	p_oth	p_sas	transcript_type	gene_id	transcript_level	cds_length	num_coding_exons	gene_type	gene_length	exac_pLI	exac_obs_lof	exac_exp_lof	exac_oe_lof	brain_expression	chromosome	start_position	end_position
SMPDL3A	ENST00000368440	225	2.3163e+02	9.7139e-01	1.0421e-05	2986	89	9.8316e+01	9.0525e-01	1242	80	8.7213e+01	9.1729e-01	4.1746e-06	836	27	8.6050e-07	254	2.0369e+01	6.2788e-21	9.9988e-01	1.1982e-04	1.3256e+00	7.6500e-01	1.1050e+00	8.7000e-01	1.0850e+00	9.7500e-01	1.7900e+00		6.0717e-01	1.5473e-01	-1.3616e+00	17457	9	5	39	1.0335e-03	5.3373e-04	125489	259	0	125748	1.0304e-03	1.3350e-01	4.3107e-04	1.1363e-03	0.0000e+00	7.5603e-03	4.6194e-05	4.8558e-04	1.1608e-03	3.6194e-04	4.3070e-04	1.1281e-03	0.0000e+00	7.5856e-03	4.6195e-05	4.8355e-04	1.1407e-03	3.5935e-04	protein_coding	ENSG00000172594	2	1359	8	protein_coding	20551	1.6670e-13	17	1.2432e+01	1.3674e+00	NA	6	123110315	123130865
SFTA2	ENST00000359086	33	3.8377e+01	8.5989e-01	1.8166e-06	483	1	8.9137e-01	1.1219e+00	15	16	1.7161e+01	9.3237e-01	8.3077e-07	165	2	1.1261e-07	33	2.6740e+00	3.6441e-02	3.1560e-01	6.4795e-01	7.4794e-01	6.3000e-01	1.4150e+00	6.5100e-01	1.1500e+00	2.9200e-01	1.7920e+00		2.2022e-01	3.0845e-01	3.8194e-01	17471	9	5	1	3.2847e-05	3.2847e-05	121768	8	0	121776	3.2848e-05	1.3139e-04	0.0000e+00	0.0000e+00	0.0000e+00	4.3807e-04	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	4.3816e-04	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000196260	2	234	3	protein_coding	823	5.9498e-01	0	2.5717e+00	0.0000e+00	NA	6	30899130	30899952
TREM2	ENST00000373113	125	1.3294e+02	9.4028e-01	7.6019e-06	1481	44	4.3168e+01	1.0193e+00	495	46	5.8350e+01	7.8834e-01	3.5315e-06	480	12	4.4091e-07	105	1.0214e+01	3.2892e-09	9.4939e-01	5.0606e-02	1.1748e+00	6.2100e-01	1.0080e+00	8.1200e-01	1.0910e+00	7.4800e-01	1.7930e+00		1.2709e+00	2.4468e-01	-5.1773e-01	17475	9	5	15	1.1202e-04	2.0155e-05	125720	28	0	125748	1.1134e-04	1.5588e-03	0.0000e+00	1.4467e-04	0.0000e+00	1.0873e-04	1.4115e-04	1.3336e-04	0.0000e+00	9.7994e-05	0.0000e+00	1.4455e-04	0.0000e+00	1.0874e-04	1.3859e-04	1.3185e-04	0.0000e+00	9.7993e-05	protein_coding	ENSG00000095970	2	690	5	protein_coding	4681	2.3532e-08	10	6.9026e+00	1.4487e+00	NA	6	41126244	41130924
ANKRD66	ENST00000565422	94	1.2388e+02	7.5878e-01	6.5584e-06	1633	23	3.2740e+01	7.0250e-01	431	35	4.4535e+01	7.8590e-01	2.4102e-06	481	7	2.7778e-07	111	6.5995e+00	1.6946e-05	7.3551e-01	2.6447e-01	1.0607e+00	5.9900e-01	1.0420e+00	6.4100e-01	9.0100e-01	5.9600e-01	1.7950e+00		1.1232e+00	9.5408e-01	-1.4448e-01	17494	9	5	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000230062	2	753	5	protein_coding	12590	NA	NA	NA	NA	NA	6	46714654	46727243
HIST1H4F	ENST00000377745	93	6.4680e+01	1.4378e+00	3.1307e-06	635	19	1.9491e+01	9.7478e-01	210	66	2.5859e+01	2.5523e+00	1.2306e-06	233	1	7.5906e-08	27	1.7406e+00	1.3072e-01	2.3582e-01	6.3346e-01	5.7451e-01	1.7310e+00	1.9940e+00	1.2150e+00	1.7080e+00	1.8700e-01	1.7960e+00	syn_outlier	-6.2052e+00	-1.2513e+00	5.2019e-01	17502	9	5	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000198327	2	309	1	protein_coding	416	1.8199e-01	1	2.2963e+00	4.3547e-01	NA	6	26240561	26240976
MCCD1	ENST00000376191	64	5.5844e+01	1.1461e+00	2.7938e-06	738	12	1.0873e+01	1.1037e+00	178	18	2.2835e+01	7.8826e-01	1.0852e-06	237	4	2.5252e-07	43	4.2813e+00	1.9319e-03	4.8846e-01	5.0961e-01	9.3429e-01	5.4400e-01	1.1690e+00	9.3600e-01	1.4110e+00	4.4900e-01	1.7990e+00		7.9536e-01	-3.8786e-01	1.2599e-01	17528	9	5	4	4.0361e-05	2.3347e-05	123144	9	0	123153	3.6541e-05	1.6444e-04	0.0000e+00	6.9066e-05	0.0000e+00	0.0000e+00	0.0000e+00	5.0584e-05	0.0000e+00	6.6002e-05	0.0000e+00	5.8134e-05	0.0000e+00	0.0000e+00	0.0000e+00	4.5232e-05	0.0000e+00	6.5857e-05	protein_coding	ENSG00000204511	2	357	2	protein_coding	1516	8.9631e-03	3	3.3499e+00	8.9555e-01	NA	6	31496494	31498009
HIST1H3I	ENST00000328488	65	8.6076e+01	7.5514e-01	3.9193e-06	858	20	3.1022e+01	6.4471e-01	332	66	3.7125e+01	1.7778e+00	1.7178e-06	306	3	1.5655e-07	35	3.4527e+00	8.4746e-03	4.0569e-01	5.8584e-01	8.6888e-01	1.4380e+00	1.9660e+00	6.1700e-01	9.2800e-01	3.8300e-01	1.8020e+00		-3.7252e+00	8.0727e-01	2.2577e-01	17545	9	5	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000182572	2	408	1	protein_coding	477	3.6088e-01	1	4.3775e+00	2.2844e-01	NA	6	27839623	27840099
AL035588.1	ENST00000597468	4	7.3436e+00	5.4470e-01	5.9432e-07	72	NA	NA	NA	NA	3	3.2837e+00	9.1359e-01	2.4176e-07	19	0	2.8550e-08	9	6.6861e-01	3.5496e-01	1.5133e-01	4.9371e-01	0.0000e+00	4.0000e-01	1.8240e+00	2.6700e-01	1.2420e+00	0.0000e+00	1.8030e+00		1.2309e-01	4.3845e-01	7.5772e-01	17553	9	5	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000268275	3	36	2	protein_coding	164	NA	NA	NA	NA	NA	6	41653964	41654127
PSMG4	ENST00000419065	36	5.6117e+01	6.4151e-01	3.0773e-06	1033	8	1.9386e+01	4.1267e-01	421	19	2.3620e+01	8.0439e-01	1.5103e-06	313	4	1.7789e-07	74	4.2261e+00	1.8651e-03	4.9588e-01	5.0226e-01	9.4649e-01	5.6000e-01	1.1800e+00	4.9100e-01	8.4700e-01	4.5500e-01	1.8060e+00		7.4730e-01	9.5431e-01	1.0194e-01	17568	9	5	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000180822	2	486	4	protein_coding	71971	NA	NA	NA	NA	NA	6	3231637	3303607
C6orf99	ENST00000367072	63	7.3152e+01	8.6122e-01	4.2931e-06	818	3	5.8861e+00	5.0968e-01	56	14	2.6115e+01	5.3609e-01	1.5531e-06	236	1	7.0963e-08	23	1.6819e+00	1.2728e-01	2.4223e-01	6.3048e-01	5.9457e-01	3.5300e-01	8.3800e-01	7.0200e-01	1.0620e+00	1.9200e-01	1.8060e+00		1.8636e+00	4.2181e-01	4.8722e-01	17570	9	5	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000203711	2	375	2	protein_coding	40415	NA	NA	NA	NA	NA	6	159290971	159331385
BLOC1S5	ENST00000397457	109	1.0190e+02	1.0697e+00	5.0519e-06	1244	28	2.5941e+01	1.0794e+00	345	35	3.2999e+01	1.0606e+00	1.4965e-06	325	12	5.8941e-07	114	1.0054e+01	2.8546e-09	9.5337e-01	4.6630e-02	1.1935e+00	8.0900e-01	1.4060e+00	9.1500e-01	1.2540e+00	7.5900e-01	1.8080e+00		-2.7381e-01	-2.5009e-01	-5.6863e-01	17592	9	5	18	3.1393e-04	2.0800e-04	125670	76	1	125747	3.0622e-04	1.1791e-02	6.1523e-05	1.1711e-03	0.0000e+00	3.8576e-04	4.6194e-05	2.1318e-04	1.7643e-04	1.3182e-04	6.1518e-05	1.1281e-03	0.0000e+00	3.8063e-04	4.6195e-05	2.1098e-04	1.6288e-04	1.3066e-04	protein_coding	ENSG00000188428	2	561	5	protein_coding	50848	1.6020e-05	8	9.3127e+00	8.5904e-01	NA	6	8013800	8064647
TAAR2	ENST00000367931	193	1.8401e+02	1.0489e+00	8.3457e-06	2317	64	6.7489e+01	9.4831e-01	895	70	6.4201e+01	1.0903e+00	3.0365e-06	656	14	6.4410e-07	154	1.1361e+01	7.6400e-11	9.7928e-01	2.0716e-02	1.2323e+00	8.9800e-01	1.3300e+00	9.3200e-01	1.1820e+00	8.0900e-01	1.8140e+00		-5.6891e-01	-2.3551e-01	-7.2544e-01	17633	9	5	24	3.7913e-02	3.6388e-02	116765	8413	510	125688	3.6150e-02	1.6425e+02	2.4670e-02	8.7971e-03	1.4986e-02	1.9828e-01	1.5846e-02	2.3356e-02	3.2712e-02	5.9536e-02	2.4538e-02	8.7150e-03	1.4893e-02	1.9368e-01	1.5878e-02	2.2954e-02	3.2144e-02	5.8998e-02	protein_coding	ENSG00000146378	2	1053	2	protein_coding	7254	3.4145e-06	8	7.2482e+00	1.1037e+00	NA	6	132938161	132945414
OR12D3	ENST00000396806	146	1.7480e+02	8.3526e-01	8.8661e-06	2081	28	4.0034e+01	6.9940e-01	537	60	6.4390e+01	9.3182e-01	3.2864e-06	641	3	1.3877e-07	46	3.3244e+00	7.8534e-03	4.2256e-01	5.6958e-01	9.0242e-01	7.5600e-01	1.1550e+00	7.2900e-01	9.5800e-01	3.9500e-01	1.8190e+00		4.3006e-01	7.7400e-01	1.6487e-01	17675	9	5	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000112462	2	948	1	protein_coding	1869	1.3414e-05	6	3.3433e+00	1.7946e+00	NA	6	29341200	29343068
GPR111	ENST00000296862	394	3.6243e+02	1.0871e+00	1.7011e-05	4632	145	1.3064e+02	1.1099e+00	1720	150	1.3295e+02	1.1282e+00	6.2091e-06	1424	31	1.1358e-06	279	2.2403e+01	2.5133e-24	9.9998e-01	1.6417e-05	1.3838e+00	9.8700e-01	1.2920e+00	1.0000e+00	1.1820e+00	1.0370e+00	1.8210e+00		-1.1623e+00	-5.8938e-01	-1.6832e+00	17696	9	5	46	1.7826e-03	9.7577e-04	124360	440	2	124802	1.7724e-03	3.9204e-01	2.3893e-03	1.0141e-03	2.2845e-03	8.6961e-03	4.6425e-05	7.2623e-04	1.1571e-03	3.3671e-03	2.3896e-03	9.8519e-04	2.2862e-03	8.6601e-03	4.6379e-05	7.2402e-04	1.1550e-03	3.3715e-03	protein_coding	ENSG00000164393	2	2124	6	protein_coding	41362	2.1438e-11	15	1.2468e+01	1.2031e+00	NA	6	47624172	47665533
HIST1H2AE	ENST00000303910	48	7.9762e+01	6.0179e-01	3.6257e-06	812	5	2.6753e+01	1.8689e-01	261	98	3.6941e+01	2.6529e+00	1.6691e-06	303	2	1.1151e-07	29	2.4522e+00	3.2343e-02	3.4283e-01	6.2483e-01	8.1559e-01	1.8130e+00	1.9960e+00	4.7600e-01	7.6500e-01	3.1300e-01	1.8250e+00	syn_outlier	-7.8969e+00	1.2638e+00	2.6761e-01	17721	9	5	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000168274	2	390	1	protein_coding	547	6.2412e-01	0	2.8618e+00	0.0000e+00	NA	6	26217165	26217711
BTN2A1	ENST00000312541	321	2.9968e+02	1.0712e+00	1.7688e-05	3424	95	8.0649e+01	1.1780e+00	1054	141	1.2308e+02	1.1456e+00	7.6600e-06	1068	27	1.1113e-06	222	1.9694e+01	3.3959e-21	9.9992e-01	8.3408e-05	1.3710e+00	9.9800e-01	1.3170e+00	9.7700e-01	1.1750e+00	1.0070e+00	1.8290e+00		-1.2696e+00	-4.3769e-01	-1.5256e+00	17744	9	5	45	6.8936e-04	2.2270e-04	125575	173	0	125748	6.8812e-04	5.9543e-02	7.4103e-04	4.6528e-04	0.0000e+00	1.3049e-03	0.0000e+00	8.1883e-04	1.9550e-03	5.2261e-04	7.3846e-04	4.6264e-04	0.0000e+00	1.3056e-03	0.0000e+00	8.1777e-04	1.9563e-03	5.2274e-04	protein_coding	ENSG00000112763	2	1581	7	protein_coding	18700	1.0747e-18	23	1.5241e+01	1.5090e+00	NA	6	26458150	26476849
TCTE3	ENST00000366774	106	1.0472e+02	1.0122e+00	5.0797e-06	1286	33	3.2929e+01	1.0022e+00	421	33	4.0179e+01	8.2133e-01	2.0077e-06	358	12	4.1528e-07	126	9.8000e+00	2.2780e-09	9.5908e-01	4.0923e-02	1.2245e+00	6.2100e-01	1.0980e+00	8.6400e-01	1.1890e+00	7.7800e-01	1.8290e+00		8.9027e-01	-4.4381e-02	-6.5122e-01	17749	9	5	25	2.1893e-04	2.3931e-05	125695	52	1	125748	2.1076e-04	5.5858e-03	1.2305e-04	2.0406e-04	0.0000e+00	1.1013e-04	1.9354e-04	2.1280e-04	4.9041e-04	3.9758e-04	1.2304e-04	2.0238e-04	0.0000e+00	1.0874e-04	1.8479e-04	2.1097e-04	4.8872e-04	3.5935e-04	protein_coding	ENSG00000184786	2	594	4	protein_coding	11446	3.2187e-03	5	8.4906e+00	5.8889e-01	NA	6	170140210	170151655
OR2A4	ENST00000315453	115	1.4169e+02	8.1165e-01	7.3823e-06	1985	28	3.1887e+01	8.7811e-01	537	53	6.0570e+01	8.7503e-01	3.4978e-06	667	1	6.4351e-08	25	1.5308e+00	1.1869e-01	2.5921e-01	6.2210e-01	6.5326e-01	7.0100e-01	1.1000e+00	6.9700e-01	9.4800e-01	2.0500e-01	1.8300e+00		7.6456e-01	7.9670e-01	3.9755e-01	17761	9	5	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000180658	2	930	1	protein_coding	1116	6.8483e-01	0	3.5140e+00	0.0000e+00	NA	6	132021520	132022635
TRIM40	ENST00000307859	117	1.2155e+02	9.6260e-01	6.1300e-06	1487	32	2.9308e+01	1.0919e+00	358	46	4.8797e+01	9.4268e-01	2.4715e-06	443	14	6.1174e-07	117	1.1123e+01	6.1659e-11	9.8172e-01	1.8275e-02	1.2586e+00	7.4300e-01	1.2050e+00	8.2800e-01	1.1220e+00	8.2500e-01	1.8320e+00		3.1473e-01	1.4651e-01	-7.9929e-01	17778	9	5	18	9.7568e-03	9.3172e-03	123348	2369	31	125748	9.5889e-03	1.1562e+01	1.0846e-02	1.8047e-02	4.6461e-02	2.9168e-03	8.7792e-04	8.3474e-03	1.4407e-02	2.4277e-03	1.0513e-02	1.8028e-02	4.5894e-02	2.8855e-03	8.3183e-04	8.2081e-03	1.4106e-02	2.3872e-03	protein_coding	ENSG00000204614	2	687	5	protein_coding	12628	1.5306e-07	10	9.0530e+00	1.1046e+00	NA	6	30103885	30116512
ID4	ENST00000378700	77	5.8581e+01	1.3144e+00	2.6081e-06	989	18	1.9207e+01	9.3715e-01	289	56	2.8014e+01	1.9990e+00	1.3090e-06	355	2	1.0097e-07	44	2.3891e+00	3.1243e-02	3.5077e-01	6.1799e-01	8.3713e-01	1.5330e+00	1.9840e+00	1.0930e+00	1.5890e+00	3.2000e-01	1.8330e+00	syn_outlier	-4.1563e+00	-8.5518e-01	2.3328e-01	17780	9	5	6	3.2608e-05	7.9767e-06	125517	8	0	125525	3.1867e-05	1.2747e-04	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	3.7088e-05	3.2669e-04	6.5332e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	3.5266e-05	3.2664e-04	6.5327e-05	protein_coding	ENSG00000172201	2	483	2	protein_coding	3299	1.4945e-01	1	1.8237e+00	5.4834e-01	NA	6	19837617	19840915
HIST1H2BJ	ENST00000607124	107	7.0422e+01	1.5194e+00	3.3790e-06	810	22	1.8795e+01	1.1705e+00	272	83	2.9109e+01	2.8514e+00	1.5064e-06	255	2	1.0200e-07	43	2.3900e+00	3.1259e-02	3.5065e-01	6.1809e-01	8.3681e-01	1.8100e+00	1.9960e+00	1.2980e+00	1.7820e+00	3.2000e-01	1.8330e+00	syn_outlier	-7.8519e+00	-1.5489e+00	2.3379e-01	17786	9	5	18	9.5463e-05	1.5924e-05	125724	24	0	125748	9.5434e-05	1.1453e-03	6.1584e-05	2.8913e-05	0.0000e+00	1.6310e-04	4.6194e-05	8.7905e-05	1.6303e-04	2.2869e-04	6.1518e-05	2.8909e-05	0.0000e+00	1.6311e-04	4.6195e-05	8.7900e-05	1.6288e-04	2.2866e-04	protein_coding	ENSG00000124635	2	378	1	protein_coding	6866	4.7884e-01	0	1.5085e+00	0.0000e+00	NA	6	27093676	27100541
TREML1	ENST00000426005	170	1.7527e+02	9.6993e-01	9.0235e-06	1969	39	4.4643e+01	8.7359e-01	533	72	7.6360e+01	9.4290e-01	4.2324e-06	701	16	6.1170e-07	146	1.2391e+01	1.5671e-12	9.9218e-01	7.8230e-03	1.2912e+00	7.7900e-01	1.1470e+00	8.5500e-01	1.1020e+00	8.6800e-01	1.8370e+00		3.9223e-01	1.4148e-01	-9.4995e-01	17822	9	5	17	3.9258e-04	1.7536e-04	125650	98	0	125748	3.8974e-04	1.9101e-02	2.7160e-03	3.7852e-04	0.0000e+00	3.2739e-04	4.6253e-05	2.7545e-04	0.0000e+00	9.8026e-05	2.7104e-03	3.7588e-04	0.0000e+00	3.2625e-04	4.6195e-05	2.7252e-04	0.0000e+00	9.7993e-05	protein_coding	ENSG00000161911	2	933	6	protein_coding	4996	1.0026e-05	8	8.6486e+00	9.2501e-01	NA	6	41117080	41122075
UBD	ENST00000377050	85	9.1338e+01	9.3061e-01	4.8908e-06	1066	23	2.3841e+01	9.6471e-01	331	33	3.6198e+01	9.1164e-01	2.0016e-06	326	3	1.3075e-07	48	3.1451e+00	7.0467e-03	4.4643e-01	5.4652e-01	9.5386e-01	6.9000e-01	1.2190e+00	7.8000e-01	1.1150e+00	4.1400e-01	1.8410e+00		4.1787e-01	2.3568e-01	7.5819e-02	17864	9	5	6	2.2707e-04	1.6626e-04	123379	54	1	123434	2.2282e-04	6.1281e-03	6.6181e-05	1.2762e-03	0.0000e+00	0.0000e+00	0.0000e+00	9.0290e-05	0.0000e+00	3.2921e-05	6.6079e-05	1.2479e-03	0.0000e+00	0.0000e+00	0.0000e+00	9.0167e-05	0.0000e+00	3.2919e-05	protein_coding	ENSG00000213886	2	495	2	protein_coding	4411	7.9896e-02	2	4.0894e+00	4.8907e-01	NA	6	29523292	29527702
SLC22A16	ENST00000368919	347	3.1522e+02	1.1008e+00	1.6597e-05	3748	126	1.1592e+02	1.0870e+00	1397	137	1.2627e+02	1.0849e+00	7.3191e-06	1152	34	1.2016e-06	277	2.3797e+01	6.3118e-27	1.0000e+00	3.4455e-06	1.4287e+00	9.4300e-01	1.2500e+00	1.0070e+00	1.2030e+00	1.0840e+00	1.8460e+00		-7.5033e-01	-6.3600e-01	-1.9381e+00	17896	9	5	48	7.0646e-04	3.3429e-04	125571	177	0	125748	7.0404e-04	6.2329e-02	6.7828e-04	8.7077e-04	0.0000e+00	3.2914e-04	0.0000e+00	1.0407e-03	3.2610e-04	3.2862e-04	6.7690e-04	8.6763e-04	0.0000e+00	3.2625e-04	0.0000e+00	1.0377e-03	3.2579e-04	3.2668e-04	protein_coding	ENSG00000004809	2	1731	8	protein_coding	51955	2.0870e-22	27	1.6481e+01	1.6382e+00	NA	6	110745890	110797844
HIST1H2AI	ENST00000358739	66	8.0143e+01	8.2353e-01	3.5372e-06	809	20	3.0203e+01	6.6219e-01	316	60	3.7202e+01	1.6128e+00	1.6765e-06	302	2	1.0033e-07	28	2.2866e+00	2.9517e-02	3.6382e-01	6.0666e-01	8.7465e-01	1.3050e+00	1.9170e+00	6.7400e-01	1.0110e+00	3.3100e-01	1.8460e+00		-2.9382e+00	5.6139e-01	1.7565e-01	17900	9	5	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000196747	2	390	1	protein_coding	531	5.8159e-01	0	2.4424e+00	0.0000e+00	NA	6	27775899	27776429
POM121L2	ENST00000444565	396	5.3681e+02	7.3770e-01	2.5665e-05	6640	76	1.0539e+02	7.2111e-01	1394	146	2.1060e+02	6.9326e-01	1.0614e-05	2301	0	1.8056e-08	5	4.2700e-01	3.2747e-01	1.7398e-01	4.9855e-01	0.0000e+00	6.0500e-01	7.9500e-01	6.7900e-01	8.0200e-01	0.0000e+00	1.8470e+00		3.4992e+00	2.1596e+00	6.0553e-01	17905	9	5	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000158553	2	3105	1	protein_coding	26268	NA	NA	NA	NA	NA	6	27253682	27279949
ULBP2	ENST00000367351	168	1.2505e+02	1.3435e+00	6.3915e-06	1583	34	2.1432e+01	1.5864e+00	333	50	4.7835e+01	1.0453e+00	2.5768e-06	487	12	4.1297e-07	120	9.5597e+00	1.8392e-09	9.6385e-01	3.6147e-02	1.2553e+00	8.3200e-01	1.3230e+00	1.1840e+00	1.5270e+00	7.9600e-01	1.8480e+00		-2.4602e-01	-1.3649e+00	-7.3139e-01	17920	9	5	4	9.5863e-05	7.9891e-05	125721	24	0	125745	9.5436e-05	1.1453e-03	1.2311e-04	0.0000e+00	0.0000e+00	1.0877e-03	0.0000e+00	1.7650e-05	0.0000e+00	0.0000e+00	1.2305e-04	0.0000e+00	0.0000e+00	1.0879e-03	0.0000e+00	1.7580e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000131015	2	738	4	protein_coding	7236	1.1014e-03	5	6.4233e+00	7.7842e-01	NA	6	150263136	150270371
HLA-DRB5	ENST00000374975	75	9.1305e+01	8.2142e-01	4.5674e-06	1552	12	3.4274e+01	3.5012e-01	618	37	3.4709e+01	1.0660e+00	1.6514e-06	467	9	3.7887e-07	132	7.4844e+00	3.6359e-07	8.8970e-01	1.1030e-01	1.2025e+00	8.1900e-01	1.4020e+00	6.8100e-01	9.9500e-01	7.1400e-01	1.8490e+00		-3.0567e-01	6.0637e-01	-5.1337e-01	17932	9	5	1	4.5239e-06	4.5239e-06	110523	1	0	110524	4.5239e-06	2.2620e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	9.7601e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	9.7601e-06	0.0000e+00	0.0000e+00	protein_coding	ENSG00000198502	2	798	6	protein_coding	12945	3.2273e-03	5	8.4963e+00	5.8849e-01	NA	6	32485120	32498064
HLA-DOA	ENST00000229829	141	1.5759e+02	8.9474e-01	9.6650e-06	1603	65	6.5363e+01	9.9445e-01	685	57	6.8377e+01	8.3361e-01	4.4879e-06	526	13	4.3645e-07	108	1.0203e+01	2.9776e-10	9.7606e-01	2.3937e-02	1.2742e+00	6.7300e-01	1.0390e+00	7.7900e-01	1.0290e+00	8.2100e-01	1.8500e+00		1.0816e+00	4.6956e-01	-8.1154e-01	17941	9	5	19	4.8055e-04	3.5409e-04	123451	116	1	123568	4.7354e-04	2.7708e-02	0.0000e+00	5.5379e-04	0.0000e+00	4.5967e-03	0.0000e+00	8.1569e-05	1.6502e-04	1.6549e-04	0.0000e+00	5.5088e-04	0.0000e+00	4.5493e-03	0.0000e+00	8.1127e-05	1.6438e-04	1.6433e-04	protein_coding	ENSG00000204252	2	750	5	protein_coding	5435	1.8849e-05	7	6.5710e+00	1.0653e+00	NA	6	32971955	32977389
